Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Rating_Label,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Orginal_Review,Orginal_Title,Orginal Title
HP DeskJet 2820e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/9/2024,Carpenter,5,4-5-star,Very easy to set up and print,I was dreading setting up the new printer. But this one is a dream. A child could do it. My old Canon Pixma could not cope with the new 2.4/5GHz hub and just wouldn't connect so needed a simple straightforward replacement.,,Verified Purchase,,Style Name: HP DeskJet 2820ePattern Name: White/Grey,6,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-Included-Reliable/product-reviews/B0CFFC6LRR/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=five_star&sortBy=recent,3/13/2024,UK,,,
HP DeskJet 2820e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/9/2024,Rafa,4,4-5-star,Good printer with an extra month of ink,"If you want an additional month of Instant Ink to what HP already gives you, use this code when registering your printer: rk4znx. It's part of their customer referral program.",,,,Diseño: NuevaNombre de estilo: Sin alimentador automático,0,,,,,https://www.amazon.es/HP-DeskJet-2820e-Impresora-Multifunci%C3%B3n/product-reviews/B0CFFWJHMF/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=four_star&pageNumber=2&sortBy=recent,3/13/2024,Spain,"Si quieres un mes adicional de Instant Ink a los que ya te regala HP, usa este código al registrar tu impresora: rk4znx. Es parte de su programa de recomendaciones de clientes.","1,0 de 5 estrellas
Cartuchos de serie y dice que no los reconoce",
HP DeskJet 4220e,No,Tassel Plus,DeskJet,Amazon,Canon PIXMA MG3620,1/11/2024,Izzy2711,1,1-2-3-star,Doesn’t print on A4 photo paper,"This printer arrived when expected and looks good. It took me a long time to set it up and connect to WiFi etc. (compared to my previous HP printer).I didn’t find the app as easy to use in myiPhone  as the HP and it didn’t have as many options for printing. The ink cartridges cost as much as the printer! I printed off A4 documents ok, but next time I can to use the printer it was off line and I couldn’t get it to reconnect. Eventually, I contacted Canon and their on line technical person got me trying various combinations of buttons and instructions and finally it was reconnected. I printed off 50 5 x 7 photos ok, but had to find a resizing app on line to get my photos to fit the paper.When I came to print an A4 photo of one of my paintings I spent hours trying to print it. I put new ink cartridges in, but kept getting an error code. I looked up the error code and it meant my settings were wrong. I checked and rechecked my settings, but they were fine. After much frustration I got onto the online technical advisor at Cannon who after a few minutes told me that my printer simply didn’t print A4 photos!! I was most annoyed and disappointed. I immediately looked to buy an HP printer. I checked before purchasing by speaking to someone at HP that it did print A4 photos and it does, so I am  awaiting its arrival. I am selling the 2 month old cannon with new cartridges for half price to my friend who just wants to print documents.",,Verified Purchase,,Style Name: HP DeskJet 4220e with Automatic Document FeederPattern Name: White/Grey,7,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-Included-Reliable/product-reviews/B0CB722L39/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,3/13/2024,UK,,,
HP DeskJet 4220e,No,Tassel Plus,DeskJet,Amazon,Canon PIXMA MG3620,1/12/2024,✨Campanilla✨,5,4-5-star,Very good printer for the price,"At home we needed to retire our printer, which had been with us for so many years. Installing this has been very simple, practical and also due to its size, it even has a way to scan, something that is very necessary for us. I was surprised by how well it handles its mobile application. It connects to Wi-Fi in a moment and is ready. The impression it offers is very good. Some ink samples come. I recommend it without a doubt.",,,,Diseño: NuevaNombre de estilo: Con alimentador automático,0,,,,,https://www.amazon.es/Impresora-Multifunci%C3%B3n-HP-impresi%C3%B3n-Fotocopia/product-reviews/B0CFG1PB4P/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=2&sortBy=recent,3/13/2024,Spain,"En casa necesitábamos jubilar a nuestra impresora, que tantos años llevaba con nosotros. Instalar esta ha sido muy sencillo, práctico y además por el tamaño que tiene, tiene hasta para escanear, algo que nos es muy necesario.Me ha sorprendido lo bien que se maneja con su aplicación de móvil. Se conecta en un momento al Wifi y se queda lista.La impresión que ofrece es muy buena. Vienen unas muestras de tinta.La recomiendo sin duda.",GRÖßTER MÜLL!!!,
HP DeskJet 4220e,No,Tassel Plus,DeskJet,Amazon,Canon PIXMA MG3620,1/12/2024,Flora,5,4-5-star,Optimum operation,"This printer has been really good for me. I was surprised by how easy the installation process was, and that from 0, you can connect to the Wi-Fi so quickly, and it works properly. I would have liked a little more test ink to come. I was able to scan my documents with a very good quality. It looks perfect. I have been very satisfied with the results it has given me.",,,,Diseño: NuevaNombre de estilo: Con alimentador automático,0,,,,,https://www.amazon.es/Impresora-Multifunci%C3%B3n-HP-impresi%C3%B3n-Fotocopia/product-reviews/B0CFG1PB4P/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=2&sortBy=recent,3/13/2024,Spain,"Me ha venido verdaderamente bien esta impresora. Me ha sorprendido lo fácil que ha sido el proceso de instalación, y que desde 0, se pueda conectar al Wifi tan rápido, y funcione de manera adecuada.Me hubiera gustado que viniese un poco más de tinta de prueba.He podido escanear mis documentos con una muy buena calidad. Se ve perfecto.He quedado muy satisfecha con los resultados que me ha dado.",schlechte Information. Auch fehlt das Kabel zur nutzung am PC sm PC.,
HP DeskJet 2820e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/12/2024,Philipp,4,4-5-star,HP Printer,"Unfortunately I had to throw away my old printer because there were no longer any drivers. Installing the new printer wasn't that easy at first because it wasn't visible on the WiFi. After what felt like an eternity and numerous registrations, I was able to start using the new printer. I hope that it will now run as long as my old one. Otherwise it does what it's supposed to do.",,Compra verificada,,Diseño: NuevaNombre de estilo: Sin alimentador automático,0,,,,,https://www.amazon.es/HP-DeskJet-2820e-Impresora-Multifunci%C3%B3n/product-reviews/B0CFFWJHMF/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=four_star&pageNumber=3&sortBy=recent,3/13/2024,Spain,"Leider musste ich meinen alten Drucker entsorgen weil es keine Treiber mehr gab. Die Installation des neuen Druckers war anfangs nicht so einfach, da dieser sich nicht im W-Lan hat blicken lassen. Nach einer gefühlten Ewigkeit und etlichen Registrierungen konnte ich den neuen Drucker in Betreib nehmen, ich hoffe das er jetzt so lange läuft wie mein alter. Ansonsten macht er was er soll.","1,0 de 5 estrellas
no imprime bien",
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/12/2024,Mervyn Hicks,5,4-5-star,Printer?,Very good value for money excellent,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=five_star&sortBy=recent,3/13/2024,UK,,,
HP DeskJet 2820e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/13/2024,MTA,5,4-5-star,I recommend it,"Economical HP printer that does its job very well. In our case, my son uses it for work and printing something else and it works very well. Plus it connects via Wi-Fi so you can easily print from any device connected to the network. It is very easy to install, although it already tells you how with the instruction manual. Good print quality.",,,,Diseño: NuevaNombre de estilo: Sin alimentador automático,0,,,,,https://www.amazon.es/HP-DeskJet-2820e-Impresora-Multifunci%C3%B3n/product-reviews/B0CFFWJHMF/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=5&sortBy=recent,3/13/2024,Spain,"Impresora hp económica que cumple muy bien su función. En nuestro caso la usa mi hijo para los trabajos e imprimir alguna cosa más y funciona muy bien. A más se conecta a través de la wifi de modo que puedes imprimir fácilmente desde cualquier dispositivo conectada a la red. Es muy fácil de instalar, aunque ya te indica cómo con el manual de instrucciones. Buena calidad de impresión.","1,0 de 5 estrellas
mala calidad",
HP DeskJet 2820e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/15/2024,Meriem El Raichem,5,4-5-star,Very nice 😍,I like it a lot 🥰I like it a lot 🥰,,Compra verificada,,Diseño: NuevaNombre de estilo: Sin alimentador automático,0,,,,,https://www.amazon.es/HP-DeskJet-2820e-Impresora-Multifunci%C3%B3n/product-reviews/B0CFFWJHMF/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=5&sortBy=recent,3/13/2024,Spain,Mi gusta mucho 🥰Me gusta mucho 🥰,"1,0 de 5 estrellas
Mal",
HP DeskJet 2820e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/16/2024,spanni,5,4-5-star,Upgrade,Needed to upgrade my old HP printer as I couldn't get it working kept coming up with error. This printer is nice and works well with my laptop  and phone.,,Verified Purchase,,Style Name: HP DeskJet 2820ePattern Name: White/Grey,3,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-Included-Reliable/product-reviews/B0CFFC6LRR/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=five_star&sortBy=recent,3/13/2024,UK,,,
HP DeskJet 4220e,No,Tassel Plus,DeskJet,Amazon,Canon PIXMA MG3620,1/16/2024,Javier,5,4-5-star,Tremendous,"This is an HP printer. It prints, like all of them, it can be connected via Wi-Fi, when you turn it on it connects automatically and you can print from anywhere in the house, even with your cell phone thanks to the application. It goes into standby mode that seems to consume a minimum of energy and ""wakes up"" when you order it to print something. The quality is normal for a desktop printer for home and the best thing it has without a doubt is the automatic document scanning. It has a feeder of up to 35 hours in which you insert the documents and it scans them automatically. Wonderful.",,,,Diseño: NuevaNombre de estilo: Con alimentador automático,0,,,,,https://www.amazon.es/Impresora-Multifunci%C3%B3n-HP-impresi%C3%B3n-Fotocopia/product-reviews/B0CFG1PB4P/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=2&sortBy=recent,3/13/2024,Spain,"Se trata de una impresora HP. Imprime, como todas, se puede conectar por wifi, cuando la enciendes se conecta automáticamente y puedes imprimir desde cualquier lugar de la casa, incluso con el móvil gracias a la aplicación. Entra en modo standby que parece consumir un mínimo de energía y se ""despierta"" cuando le mandas imprimir algo.La calidad es la normal en una impresora de escritorio para casa y lo mejor que tiene sin duda es el escaneo de documentos automático. Tiene un alimentador de hasta 35 horas en el que introduces los documentos y los escanea automáticamente.Maravillosa.",100% Schrott,
HP DeskJet 2820e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/17/2024,Cherry,5,4-5-star,Perfect for normal use,"5s each black and white page of a normal A4 report. The design is very beautiful, it weighs nothing. To make it work, you need a PC and follow the instructions on the indicated website, and voila, it is connected and ready for use. Likewise with the mobile app. You can send anything within the Wi-Fi network at home or work. Very simple to use. I came with color and black and white cartridge. Supports XL. It has a scanner. I can't say more, for the use that I give it to print from time to time or make a copy it is more than enough, quite configurable when choosing paper, size, quality, etc... It is double-sided, and little further. A 10 for normal use.",,,,Diseño: NuevaNombre de estilo: Sin alimentador automático,0,,,,,https://www.amazon.es/HP-DeskJet-2820e-Impresora-Multifunci%C3%B3n/product-reviews/B0CFFWJHMF/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=5&sortBy=recent,3/13/2024,Spain,"5s cada página en blanco y negro de un informe normal a A4.El diseño es muy bonito, no pesa nada. Para hacerla funcionar se requiere de un pc y seguir las instrucciones de la pagina web indicada, y listo ya esta conectada y lista para el uso. Asi mismo con el app del movil.Puedes enviar cualquier cosa dentro de la red wifi de casa o del trabajo. Muy sencilla de usar. vine con cartucho de color y blanco y negro. Soporta los XL. Tiene escaner. No puedo decir más, para el uso que yo le doy para imprimir de vez en cuando o hacer alguna copia es más que suficiente, bastante configurable a la hora de elegir papel, tamaño, calidad, etc... Hace doble cara, y poco más. Un 10 para uso normalito.",déconseillé fortement,
HP DeskJet 4220e,No,Tassel Plus,DeskJet,Amazon,Canon PIXMA MG3620,1/17/2024,1580034,5,4-5-star,A fantastic printer for home use.,"HP DeskJet 4220e All-in-One Printer.This device is not just a printer, it is a complete solution for our printing, scanning and copying needs. It has a maximum print speed of up to 20 ppm in black and white and 16 ppm in color, it is a very efficient machine without sacrificing print quality. In addition, the possibility of manually printing double-sided and access via dual-band Wi-Fi and USB 2.0 add versatility. It also includes the Instant Ink function, which is a printing service with which you receive the cartridges at home when you need them and it also takes care of their recycling, paying a monthly fee, of course. This function may be interesting for some people, but I prefer not to use it, I like to buy the ink only when I need it and, furthermore, with this monthly fee you will pay every month, whether you print or not. This HP DeskJet 4220e multifunction printer is a bet safe to use in our home, it is very versatile, the printing quality is very good and both the printer and the ink cartridges have a very low price. We have been using it at home for some time and we are delighted with it.",,,,Diseño: NuevaNombre de estilo: Con alimentador automático,0,,,,,https://www.amazon.es/Impresora-Multifunci%C3%B3n-HP-impresi%C3%B3n-Fotocopia/product-reviews/B0CFG1PB4P/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=3&sortBy=recent,6/11/2024,Spain,,Una fantástica impresora para uso doméstico.,
HP DeskJet 4220e,No,Tassel Plus,DeskJet,Amazon,Canon PIXMA MG3620,1/17/2024,Kasimiro,5,4-5-star,A fantastic printer for home use.,"HP DeskJet 4220e All-in-One Printer.This device is not just a printer, it is a complete solution for our printing, scanning and copying needs. It has a maximum print speed of up to 20 ppm in black and white and 16 ppm in color, it is a very efficient machine without sacrificing print quality. In addition, the possibility of manually printing double-sided and access via dual-band Wi-Fi and USB 2.0 add versatility. It also includes the Instant Ink function, which is a printing service with which you receive the cartridges at home when you need them and it also takes care of their recycling, paying a monthly fee, of course. This function may be interesting for some people, but I prefer not to use it, I like to buy the ink only when I need it and, furthermore, with this monthly fee you will pay every month, whether you print or not. This HP DeskJet 4220e multifunction printer is a bet safe to use in our home, it is very versatile, the printing quality is very good and both the printer and the ink cartridges have a very low price. We have been using it at home for some time and we are delighted with it.",,,,Diseño: NuevaNombre de estilo: Con alimentador automático,0,,,,,https://www.amazon.es/Impresora-Multifunci%C3%B3n-HP-impresi%C3%B3n-Fotocopia/product-reviews/B0CFG1PB4P/ref=cm_cr_arp_d_viewopt_fmt?formatType=current_format&filterByStar=five_star&pageNumber=2&sortBy=recent,3/13/2024,Spain,"Impresora multifunción HP DeskJet 4220e.Este dispositivo no es solo una impresora, es una solución completa para nuestras necesidades de impresión, escaneo y copia. Tiene una velocidad máxima de impresión de hasta 20 ppm en blanco y negro y 16 ppm en color, es una máquina muy eficiente sin sacrificar calidad de impresión. Además, la posibilidad de imprimir a doble cara manualmente y el acceso a través de Wi-Fi de doble banda y USB 2.0 le añaden versatilidad.Incluye también la función Instant Ink que es un servicio de impresión con el que recibes los cartuchos en casa cuando los necesitas y también se ocupa del reciclado de los mismos, pagando una cuota mensual, claro está. Esta función puede resultar interesante para algunas personas, pero yo prefiero no utilizarla, me gusta comprar la tinta solo cuando la necesito y, además, con esta cuota mensual pagarás todos los meses, imprimas o no.Esta impresora multifunción HP DeskJet 4220e es una apuesta segura para utilizar en nuestro hogar, es muy versátil, la calidad de impresión es muy buena y tanto la impresora como los cartuchos de tinta tienen un precio muy reducido. En casa la venimos utilizando desde hace un tiempo y estamos encantados con ella.","3,0 de 5 estrellas
Si no necesitas color…",
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/17/2024,Unlucky,1,1-2-3-star,Cheap and not worth money,"I don’t even k ow from where to start . Short on review, it is NOT WORKING !!!! Followed the steps to instal with their app and can’t print absolutely nothing , paper jam every time . Is taking about 5 minutes to think for a 3 phrase page to print it is starting and after 7 minutes exclamation mark and paper jammed . Will be sent back for sure !Don’t bother to buy it as is just not worth all the hassle.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,8,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=7&filterByStar=one_star&sortBy=recent,6/11/2024,UK,,,
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,1/17/2024,"I think I am one of the unlucky guys as my product is defective , not heating at all . No option to exchange on Amazon , definitely not order from now expensive products with them .",1,1-2-3-star,Cheap and not worth money,"I don’t even k ow from where to start . Short on review, it is NOT WORKING !!!! Followed the steps to instal with their app and can’t print absolutely nothing , paper jam every time . Is taking about 5 minutes to think for a 3 phrase page to print it is starting and after 7 minutes exclamation mark and paper jammed . Will be sent back for sure !Don’t bother to buy it as is just not worth all the hassle.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,7,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,3/13/2024,UK,,,
