Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Review_Rating_Label
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-10-02,cazza47,1,Not a good printer,"I have had many HP printer/scanners but this one has been troublesome from the start, I tried ringing HP but the person who I spoke to wanted to have remote access to my computer which is not happening, sorry but I don't know this person. Has put me off buying another. It prints fine for a while then just stops & says not connected to internet.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-10-01,Yolanda M,1,Absolute rubbish,"I have had HP printers for years. I purchased the Deskjet 2800 thinking it would be the usual simple set up. Upon trying to set it up, discovered it will only work with 2.4G and I had to waste an inordinate amount of time attempting to change from 5G and it would still not install. I tried with direct installation bypassing my internet - again total waste of time. How ridiculous that this printer does not work with 5G. HP should be better than this.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-10-01,Amazon Customer,1,Not the most user friendly product,Cannot connect this to the wifi and keep it connected throughout. We had a photosmart 6520 previously and only had to buy a new printer because we moved countries.Would definitely not recommend this printer.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-30,Oliver J P Shannon,1,Avoid this product if you want a printer that works,I have just printed a letterhead with a small picture at the top and it has taken five minutes to print.I am horrified as got 12 page document to print soon. I will have to spend all morning watching to make sure  nothing untoward happens.Don't buy HP if you want a decent printer.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-30,flyingnorthernmonkey,1,Utterly awful,"The printer is unfortunately useless. You cannot print without having the HP app installed, and the app logs you out and deletes all your information after you've finished your print job. You then have to create a new account and re-register with HP, and begin the set up process from the beginning. Every time you want to print a single sheet. When you do finally get the printer going it is slower than any I have ever witnessed.Yes it is very cheap, but the product should still be basically functional. It isn't.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-29,Andrew,1,AVOID AT ALL COSTS,"We bought this based off the reviews, however I was shocked to find it had a similar interface with a previous HP printer I had the displeasure of ising. The HP smart system is an absolute catastrophe of a system. The HP smart system is clunky, the printer can't be found most of the time. It takes an hour to eventually get anything printed and the thing disconnects. HP should be ashamed of such shoddy work. This Is coming from someone who is pretty good with technology.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-29,Lorie joe genada,1,Return,It is faulty. Haven’t used it. Can I return the item?,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-23,Nicola large,1,Not so good,"Didn't realise the ink was just for setting it up, so therefore have to buy 2 new full inks to use it 🙄",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-18,arthur nicholl,1,Could not connect,I was unable to connect the printer to my laptop,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-17,Kindle Customerashby,1,Flimsy Ink Cartridge Tank,"Compared to my old HP Printer which I have had for at least 10 years this is rubbish, the cartridge holder is so flimsy that it will not take the cartridges.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-15,T R,1,awful half a day to set up,"Dont buy this junk , took me half a day to set up and not completed yet",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,Christopher Mackay,1,"Like all desktop printers, it doesn’t work","In their determination to make sure you don’t use sensibility priced ink HP have decided to make the official ink that came in the box not work either. Managed a workaround by taking the coloured ink out but would prefer it to be in perfect working order on arrival. Took out and reinserted colour ink a dozen times, making sure it clicked in properly but error message every time. Also, not really any instructions and I’m quite tech savvy so made it up as I went along. Very poor for £40.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,S J,1,Worst printer I've ever had,"No idea how this printer has gotten good reviews! After 1 week the wifi stopped connecting, tried rebooting the router etc but didn't work. Ended up using a cable and after a few days it started printing BLANK pages! Had enough ink and could print the info sheet so I have no idea what the issue is. I'll be avoiding HP for my new printer!",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-05,Peter Lindboe,1,Impossible to set up,"Had to return it and get a refund as we couldn't set it up at all. Used their HP Smart app, but it couldn't find the software to finish the printer setup. Not very smart. Called HP customer service, and after 45 minutes of trying to help us setting up the printer he ran out of options. If HPs own experts can't even make this printer work, I don't understand how others seem to do it…",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-04,Muddy,1,Ink not three months,It says ink is three months ready but I hardly used one month and ink is finished and very oftenly it gives error 404,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-04,dee ballinger,1,Do not buy,This printer is a nightmare to set up and get to print been trying to do it for the last 4 hrs and still not working.Buy a different one,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-03,MR CHRISTOPHER EASTERBROOK,1,Almost Impossible To Setup,"I've spent 3 hours trying to connect this printer to my laptop and it just doesn't work. Wifi or USB, it makes no difference. My advice is to spend a little more money and buy a printer other than an HP.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-03,Paul Crawford,1,Stopped pulling paper through,printer stopped pulling paper after 6months and getting support was impossible - do not buy!,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-02,Susan Wilshaw,1,Awful! Save yourself the hassle!,"This is the worst printer I have ever experienced. It took over 3 hours to get it to connect to the network - it could see it but couldn't obtain an IP address! Finally, I printed something, turned it off and on and now it won't connect again! I have completely lost the will to live! Impossible to circumnavigate HP's software which is buggy and clunky as hell.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-26,X,1,More likely to get a regular connection to mars,"Had this a few months and each time I try to set it up it connects, eventually after never finding the printer on Bluetooth or it shows offline. Printed several sheets of half pages out and wasted loads of ink. Send 2 sheets to print and 1 will always fail and the other prints half a sheet. It takes so long to print ,btw it prints at the speed of an extra slow snail. Bought several good hp printers in the past but each time connecting gets worse. Technology needs to go back a few steps where things were easy ,works and lasts.",,,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-26,MARTIN AXON,1,Avoid,"Glitchy, slow, doesn't print half the time. Very poor.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-23,Worst hp product,1,Worst hp printer,Just don't buy it.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-23,Cyan,1,Cuts off printing half way through pages.,Large documents are impossible to print without it stopping half way through. Returned.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-23,Amazon Customer,1,Way,Disappointed with it,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-20,Janet Corrigan,1,Don't waste your money,Opened a month after I received this printer. Had never worked despite myself and son (25 year old programmer) trying to install.,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-17,Mr. Gulam I. Hussain,1,It doesn’t connect with wifi and shows offline even though its on,I wouldn't recommend this printer as its shows offline even though its power on and connected. Really disappointed,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-14,aalicaalo,1,i want to return,it doesnt work,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-12,Liam Touhey,1,Beware of Subscription!!!!!!,"In order to use this printer, you need to be continuously subscribed to their ""Smart Ink"" subcritpion service. If you pull out of the subscription service, the printer literally will not print until you re-sub.I've just been on the phone to HP for 40 mins arguing this but the reality is - that's how it works.I have 3 boxes of ink from the left over as I wasn't printing much - Hence why I cancled the subscription. I didn't want anymore ink! But the ink I do have, that's unused or unsealed - cannot be used and the printer goes into this ""lockdown"" state until you continue paying the fee.So if you're looking for a printer which LITERALLY prints..... this isn't the one for you - unless you're prepared to always be hooked on their subscription service.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,14,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-09,Terri,1,glitchy,Doesn't work very well. Does not allow double printing despite description noting it can. Waste of money,,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
HP DeskJet 2810e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-08-08,EGM,1,Short lifespam of this product,"We bought this printer Jan 24, and it worked satisfactorily until June this year, then stopped printing. We went through the product support suggestions , changed cartridges, still would not print. we then had a consultation with our experienced computer expert who went through its processes remotely. He could not solve the problem.  Now the Problem with this Order box has disappeared from the order details. Can anyone tell me how I can take this up with Amazon please.",,Verified Purchase,,Style Name: HP DeskJet 2810ePattern Name: White,0,,,,,https://www.amazon.co.uk/HP-DeskJet-Wireless-included-Reliable/product-reviews/B0CFFBXYSH/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-10-17,UK,1-2-3-star
