Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Rating_Label,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Orginal_Title,Orginal Title
,Yes,,,Walmart,,2024-03-07,Stanton Accountancy Corp,1,1-2-3-star,Inconvenience of envelope/paper handling.,"Capabilities were unclear in description. Was not able to handle printing to other than standard letter or legal paper without removing paper, adjusting slide in paper tray and reconfiguring printer tray settings. Then resetting the original paper settings to print plain paper. Way too much effort for printing an occasional envelope. Unit returned. Looking at other manufacturers for easier paper handling.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2021-04-07,JimmyT,1,1-2-3-star,You will only buy our ink,"This 9012e is an OK machine. I have always bought HP printers as I feel it's worth the price for the quality you get. I have changed my mind now because of this printer. I do feel the quality is still good. Unfortunately, the extent HP has gone to make sure the only ink cartridges that work in this machine are their overpriced cartridges is astounding. HP has now placed a chip in their cartridges. Maybe they've done this for a while but I haven't had the need to get a new printer until lately so I didn't know about this 'feature' until now. The chip basically ties the cartridge to the printer which means you can't refill, remanufacture, or otherwise recycle these types of cartridges. You can also join the HP Instant Ink program and they will happily provide you with a monthly subscription for your printer ink for a monthly fee. I never thought a company like HP would do something like this but I guess this is just the nature of the beast. HP is not happy enough that I am buying their product. They also have to strongarm me to purchase their printer ink for the rest of the printers life too.

The printer itself is not particularly fast and the sample pictures I printed with it are not the greatest quality either. All of them (B&W, monochrome, and color) were badly streaked. I suppose if you work in an office the speeds would probably be acceptable for a black and white picture but the color pics are very slow. Text is reasonably fast as long as it is black and white only.

Installing the printer software is horrible. Since the HP software for a PC is located on Microsoft's store, it also wanted to load their Edge browser on my laptop. Of course HP wants you to register on their website as well. All I know is that when I tried to add their software my computer stopped working (after restart it would not boot up) and I had several browser extensions that disappeared. I tried several things that did not work and after about 45 minutes or so I ended up restoring my computer to a date prior to my loading the HP software. That was the only thing that worked. My computer has run for 4 years every day with no issues until I tried to load this mess. 

I truly wish this was a glowing review about HP's line of printers as they were always my number one choice for printers but this one really let me down. Sorry.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2024-04-02,Walmart Customer,4,4-5-star,Great printer with some issues.,"I like my HP 9225e (it replaced an older HP printer), but it has some issues that are annoying to me.  The control window on the front panel is too small: hard to see, tricky to manipulate scroll bars with your finger. The size of the control window has been the same for several generations of printers.  The second thing is I have a slight alignment issue: a very small white streak on my printed images.  OK ... I did the alignment when I first installed the printer; easy enough.  But there are still slight streaks on my images and it needs a second pass (which I hope will fix).  Problem is I can't find the alignment feature again: the navigation is confusing.  I will figure it out eventually, but I think it should be fall-off-the-log simple.  Can't find it on printer or HP Smart online.  No doubt it is there.  I will probably go to HP support to get help.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2021-04-12,Manny,5,4-5-star,"Simple setup, Great print quality","So let me start by saying I'm a 59 years old and sometimes technologically challenged. HP made this a breeze to set up. Just plug it in and follow five simple steps, download the app and you're off. There are no other power cords required other than to plug it in. There is no discs to load. I'm telling you, they really have come a long way! And they packed some amazing features into this printer, like a 250 sheet paper tray. It does double-sided printing. This is everything you need for a home office and so much more, and it comes with a one-year warranty. Plus with HP plus you get 6 months of instant ink and an extra year of warranty! This is a great addition to my home office as a realtor and I'm sure it will continue to please!",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2021-04-02,MomFromBG,5,4-5-star,Great all in one printer.,"HP 9012. 
I am reviewing the HP Office Jet 9012. After unboxing the printer which arrived in great packaging , I read the easy instructions. I downloaded the hp app from iOS App Store. After that it pretty much installed itself. It connected wirelessly with my home network. Easiest install ever. 
It's a good size. All in one printer. Print, scan, copy, and fax. I needed to connect it with Bluetooth too. 
The printer can print up to 20 prints per minute. The color prints up to 16 prints per minute. 
The bottom tray holds a lot of paper, 250. The output tray can hold up to 60 sheets. 
After installed I registered it with hp. I had the option during setup to activate benefits. 
HP + requires an hp account which includes 6 months of free ink. And an extra year of hp warranty. Ongoing internet connection and the use of hp ink cartridges. 
There were 4 ink cartridges inside.I installed them easily. 
I really am impressed at how easy it was to setup. I didn't have to connect to router at all. I highly recommend the Office Jet 9012. The app in itself is amazing! 
￼
 ◦",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2024-03-05,Run4Lord,3,1-2-3-star,Noisy One,Had I have known how noisy it was I would have looked for another quiet one.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2024-05-13,Walmart Customer,5,4-5-star,HP Printer,"I have used print, scan and copy functions and all are excellent. Print feature is fast.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2024-06-24,David,1,1-2-3-star,HP junk printer,"The connection to a desktop is not easy like promoted.    After some  use it shows an error of no paper in the tray when ther is plenty  avaialble.  The error will not rest and it will not print, dead junk HP  special",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2024-07-01,Drusila,5,4-5-star,Amazing investment,It prints so fast and easy the only thing I don't like is that it doesn't hold all acid of papers at the same time you have to change it if you want to print pictures,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2024-09-09,Stephen,5,4-5-star,Easy Set up,"Easy set up.  Unlike HP printers we have had before, the set-up and interface with my Mac was easy -- as was the connection to their easy print.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=4,2024-10-26,US,,
,Yes,,,Walmart,,2024-06-14,DLee,1,1-2-3-star,Scanner is slow as mud.,"The scanner on this is slower than my 10-year-old printer.  I would not recommend this. Also, the setup process is complicated. Had to call support and the agent had to take 3 hours to set it up...ugh...wasted my day.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-05-25,Catrick Swaze,5,4-5-star,Good Machine,"Pretty much plug and play.  I tried to overthink the whole process. All went well after I quit that. We're not power users, but so far all has worked well. It is actually more printer than we need",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-02-27,RetiredHappily,5,4-5-star,Pleasantly pleased,"This item was super easy to get connected and it has a nice look. The free ink to stay off with was a fantastic plus! It is bulkier than my last HP printer but I'm excited that is prints well and has a noise feature, perfect for my in home office!",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-04-26,WalmartCustomer,5,4-5-star,,This rating is about Walmart's service. It was easy to navigate your website and place my order. The delivery schedule was great. The person who delivered my order was very communicative and gracious to my husband.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-03-17,Jera,5,4-5-star,very good!,it was easy to start up and stays connected yo the Internet.. though it could make a few things easier to get going like scanning to file and such still a great buy.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-03-29,WalmartCustomer,1,1-2-3-star,,It had an ink cartridge jam problem. Never got to use it or turn it on. On phone with HP technical support for 2 hours could not get it to clear screen. Had to return it. Not Walmart's fault.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-03-23,FAYE,5,4-5-star,Reliable and Easy Set Ul,i was able to set up this printer in five minutes and print from the printer. User Friendly and Wi-Fi set was instant. i was able to add this printer to my HP services automatically.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-04-05,WalmartCustomer,5,4-5-star,,"Other than the fact that I thought I was ordering wide format printer I am satisfied with my purchase.  But, I couldn't pass up the price for this printer.  I love HP printers and was glad to see the variety of them on Walmart.com.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2024-04-12,Kaleigh,2,1-2-3-star,Do not recommend,This printer WILL NOT scan through the document scanner more than TWO pages before it jams or crumbles the paper and the scan is all smudged. Do not recommend this product at all! 2 hours to scan in 100 pages!,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2023-11-18,Fancy62,5,4-5-star,Great for home office!!,"I purchased a “less expensive” printer few weeks ago and quickly realized what a huge mistake buying based on cost!! It ran out of in every 1/2 ream of paper, paper jams-so time is $$. I decided to buy this printer - Hp 9012! Wow!! holds 250 pages in the drawer, prints with quality and speed, nearly zero paper jams, and ink consumption is low. I print ALOT for my home bases business, and this is perfect printer choice. We highly recommend this printer. It has alot of options for many functions!! You won't regret it!",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=5,2024-10-26,US,,
,Yes,,,Walmart,,2023-11-18,Fancy62,5,4-5-star,Great for home office!!,"I purchased a “less expensive” printer few weeks ago and quickly realized what a huge mistake buying based on cost!! It ran out of in every 1/2 ream of paper, paper jams-so time is $$. I decided to buy this printer - Hp 9012! Wow!! holds 250 pages in the drawer, prints with quality and speed, nearly zero paper jams, and ink consumption is low. I print ALOT for my home bases business, and this is perfect printer choice. We highly recommend this printer. It has alot of options for many functions!! You won't regret it!",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-10-01,Surendra,5,4-5-star,Excellent condition,Ontime Delivery and well packaged,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-08-20,CJ,5,4-5-star,,"I've used this printer extensively for about 2 weeks, and I absolutely love it!! I even made brochures. so far, its a great purchase!",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-03-28,Toddfather,1,1-2-3-star,SUPER SLOW,awful and super slow. Takes 2-3 minutes before it even starts to think about printing.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-09-19,Charles,5,4-5-star,Good machine for the price,"Prints fast, prints clear. No complaints",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-09-20,Ronald,1,1-2-3-star,Out of Paper notice,Returned printer to HP.  Printer continued to show an out of paper message.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-09-18,Judy,4,4-5-star,Great Printer!,"Great all in one printer, does what I need it to do.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-03-28,Walmart Customer,3,1-2-3-star,x,Directions for usage to small to read easily.,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-03-04,Ryl B,3,1-2-3-star,Good Printer,MY 8610 was a much sturdier model and a lot faster,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-04-07,Erica,5,4-5-star,works amazing,"we've had many HP printers over the years. This one is by far the quickest, easiest setup out of all of them. Prints very fast.",,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=6,2024-10-26,US,,
,Yes,,,Walmart,,2024-05-23,Paulac4,4,4-5-star,,So far I like my printer very much!  My only issue is that I don't see any instructions in the paperwork!,,,,,0,,,,,https://www.walmart.com/reviews/product/5152138188?page=7,2024-10-26,US,,
