Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Review_Rating_Label
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-16,Ryan I,1,Do you want to rent a printer?,"Forces you to pay for subscription service to use, borderline predatory. Wish I read the reviews closer, if you like money this is a piece of garbage.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-16,Amazon Customer,1,"Constant issues, never finishes my printing jobs","I recommend purchasing another printer, this printer is always giving me issues! Never finishes printing my jobs, most printing is finished halfway causing me to waste paper and ink. Not worth it, it prints whenever it wants and very time consuming on my end. Regret purchasing truly",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=2&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-16,lynndee,1,Junk.,Would not work. I returned it.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-15,SomewhereinNewYork,1,You get what you pay for...,You get what you pay for.  Spend a little more as this printer does nothing well and nothing reliably.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-15,Steven Smith,1,You must pay monthly to use it.,"I wasn't aware that I was *leasing* a printer; I wanted to purchase it.  You pay monthly by the number of pages you print.  If you don't pay, your printer quits working.I want my money back.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-15,Leonel Hector Benitez Napolez,1,La peor impresora,"Al que lea este mensaje si no quiere problemas no compre esta impresora problemas por todos lados. Cambiar los cartuchos es un dolor de cabeza y para colmo es una mala calidad en todo , nada no la compren.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-15,Cathy L.,1,Horrible product,This is a horrible printer with no option for ethernet connections and no option for USB connection.  I live in an area where WiFi is challenging.  I have ZERO options to use this printer because I can't plug it in to internet nor my device.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-14,Very sturdy and easy to put together!,1,Defective,"I ordered this a while ago, but I just now opened the box a couple days ago. I did everything just as the steps told me, and there's an issue with the cartridge slot/holder.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-14,Rina A. Stein,1,The WORST software!!!,"Of all of the electronic devices I have gotten over the last few years this hunk of junk wins hands down as the worst yet! I’ve been messing with it for several hours and it refuses to connect to the internet. I have AT&T which seems to work well, but no matter what I try it is to no avail.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-14,Rater2024,1,GARBAGE DOES NOT PRINT,"DOES NOT PRINT ALL THES AIR PRINTERS SAY PRINTER IS BUSY, OR PRINTER NOT AVAILABLE.  WITH A BLINKING POWER LIGHT THAT NO MATTER WHAT YOU DO, UNPLUG IT, RESTART IT, DOESNT SEEM TO EVER TURN OFF UNLESS YOU UNPLUG IT.  I TRIED FROM THE APP, DOWNLOADED THE DOCUMENT STRAIGHT FROM THE APP AND IT WOULD NOT PRINT. I TRIED FROM MY EMAIL SETTINGS TO GO TO PRINT, SAYS PRINTER READY, EVEN HAS THE DESCRIPTION OF THE PRINTER IM SENDING THE ORDER THROUGH. THIS ABSOLUTE BIG PILE OF GARBAGE DOES NOT WORK. DISGRACE. SHAME ON YOU HP AND ALL TECHS THAT THESE DAYS ABSOLUTELY SUCK, WORTHLESS BUNK PILE OF S",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-13,james o;shea,1,Support survices not good,Can’t get to work. Model is not listed on their web site,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-13,Sandra V.,1,This printer does not work,Didn’t use it defective,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=3&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-13,Bill,1,Getting printer linked to Mac Mini NIGHTMARE,The start up of linking my brand new Desk Jet 2855e started as expected  but immediately failed. There was fatal error. I never left the HP system but ended up with technical support from an English Secondary Language (ESL) technician. Trusting I was still in the HP technical support network I reluctantly gave the technician access and control of my Mac computer. We worked thru several attempts to link the printer wirelessly to my Mac without success. Technician then informed me there was problem with my internet connection. He offered me a $267 (FOUR times cost of printer) contract for an extended period of time for the ESL people to clean up of my internet connection. At that point I terminated the connection. I even unplugged my Mac and started over on the wireless connection process. For 5 HOURS I attempted to get the Desk Jet 2855e connected wirelessly. Several attempts did get the price for ESL folks to fix my internet connection down to $100. Finally gave up on wireless and connected cable and it worked OK but NOT wireless. The 2855e is a decent printer but extremely limited in that I can only print from my desktop and not from my iPad or iPhone!!,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-12,Tammy Alexander,1,Terrible product,I have had this printer a month the first day it printed about 6 pages and I have not been able to print anything since now it is past the time to return that is crap.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-12,Tim from Texas,1,Total failure!,"HP printers have never and still don’t work well with Apple/Mac hardware. Could not get it to print from day one and the user interface is ludicrous. Rather than having printer options being integrated into the Mac operating system software, you have to go through HP software and many of the settings you take for granted that are found in the Mac operating system software for printers is not available in the HP software. I wound up dropping this cheap printer in the trash bin and ordered another Epson inkjet printer.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-12,Raymond Baez Alicea,1,"Have a multiples conections issues,","This product is a piece of junk, the conection bluethoot and wiffi isn’t work.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-12,Amazon Customer,1,Look for another product,Only hooks up to one device,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-12,KAR & KWR,1,Terrible subscription requirements,"Nice price on what should be a decent printer, until you read the fine print.  Unable to purchase non-HP ink cartridges; HP requires a subscription service that's difficult to understand.  They're charging a monthly per-page rate instead of letting you just purchase ink when you need it.  Terrible business model.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-12,kim h.,1,Extortionists!,"Do NOT buy this printer or anything HP! I’m convinced they set up their crap to fail as soon as you refuse To buy their ink, malware, etc. THE WORST company out there. I hate this printer and hate it even more knowing that they can control which type of ink I purchase. Never ever again! Also I have an HP computer that miraculously just stopped working as soon as I refused to extend the malware contract!",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-11,Donna barras,1,it was not a laser printer,returned,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-11,Rebecca Henry,1,Dissatisfied Customer,This printer is difficult to use at best. It arrived with old or low ink. We have printed *maybe* 100 pages and the black ink is already gone. No good Amazon. No good.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,Ruth Sturges,1,The entire printer,"First, I gave explicit instructions where to leave the package and it was not done! This not the first time this has happened.  The printer is plastic, not sturdy.  To connect the printer was not easy.  Cannot print two sided.  The paper tray the copies come out onis to short, the copies go to the floor.Sorry I every bought this copier!!!",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=4&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,Stephanie Reed,1,Junk printer,Had to order the same printer because I had so much ink left from the Instant Ink membership. But the First printer quit working after  just 2 months. Very disappointed.,,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
HP DeskJet 2855e,No,Tassel Base,DeskJet,Amazon,Canon PIXMA TS3520,2024-09-10,Will P,1,"If I could give it a zero, I would.","This printer needs to more clearly call out what it is.  Money sink to HP as you MUST be a part of it's program to get ink from them at a per month charge, even if you don't use your printer at all.Otherwise the printer will stop working.You CAN'T use any other cartridges than ones from HP.  They do disclose this way down in their bullets (nice trick).  You will not be able to print once they're in.Next, there's a USB port on the back.  Another joke.  As you can't hook this printer up via USB - as it must be connected to the INTERNET in order to work.  Sigh.This is more of a ""lease"" type of product.  In that you're going to pay some up front and continue to have to pay monthly to keep it working.  But unlike a lease, if it breaks, you get a new one.This is just a bad business practice in place.  And was not clearly marked when I brought into this nightmare.Just sell a printer where I can put in my own cartridges please.  Don't hold me hostage with some monthly plan and FORCE me to be connected to the internet in order to print.",,Verified Purchase,,Style: New Version,0,,,,,https://www.amazon.com/HP-DeskJet-Wireless-included-588S5A/product-reviews/B0CT2R7199/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=5&filterByStar=one_star&sortBy=recent,2024-09-21,US,1-2-3-star
